,text,label
3168,Haven seen huh ,normal
3169,b I pick tomorrow ,normal
3170,Still u come ,normal
3172,Dear Voucher Holder To claim weeks offer PC please go e co reward Ts Cs apply ,spam
3173,It difficult ,normal
3174,UR GOING 2 BAHAMAS 08081560665 speak live operator claim either Bahamas cruise 2000 CASH 18 To opt X 07786200117 ,spam
3176,In meeting I call ,normal
3183,Good morning pie hope I wake u ,normal
3185,Happy birthday dear lots love ,normal
3186,persons story ,normal
3187,This 2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 08712101358 NOW Only per min BT national rate ,spam
3190,UR awarded City Break could WIN 200 Summer Shopping spree every WK STORE 88039 1 ,spam
3193,And Will expect whenever text Hope goes well ,normal
3194,Great P neighbor comes toothpaste every morning ,normal
3195,I av new number u use one ta ,normal
3197,7 Change 2 Wat time u coming ,normal
3198,No de seeing online shop asked ,normal
3199,Just curious asked I ,normal
3200,Nice nice working ,normal
3201,Okay like def wont let us go What say terms conditions ,normal
3203,She good How Where r u working ,normal
3204,Oh yes I little weather kind home ,normal
3205,At home also ,normal
3206,This phone weirdest auto correct ,normal
3208,mus ask u 1st wat Of meet 4 lunch den u n meet already Or u wan 2 go ask 1st confirm w asap ,normal
3211,We got divorce She ,normal
3212,What pin ,normal
3215,URGENT We trying contact U draw shows 2000 prize GUARANTEED Call 09066358361 land line Claim Valid ,spam
3217,Don know week going ,normal
3220,Thanks ringtone order reference number Your mobile charged 4 50 Should tone arrive please call customer services 09065989180 ,spam
3223,Sorry mistake ,normal
3224,I need Coz never go ,normal
3227,SIX chances win CASH From 100 20 000 pounds send 87575 Cost day 16 apply Reply HL 4 info ,spam
3228,Ur cash balance currently 500 pounds maximize cash send COLLECT 83600 CC 08718720201 PO BOX 114 14 ,spam
3230,No come On way ,normal
3233,Yup ,normal
3235,text back mu I swing need somebody get door ,normal
3237,Good No swimsuit allowed ,normal
3238,Am okay Will soon All best ,normal
3239,A cute thought friendship Its necessary share every secret close ,normal
3240,sent u latest version project ,normal
3241,Good Morning Dear Have great amp successful day ,normal
3243,This hug If u den hug back If u get 3 u r cute 6 u r 9 u r lucky None People hate u ,normal
3247,Also track lighters find ,normal
3248,Sorry I help ,normal
3250,I leave around four ,normal
3251,Come medical college forward ,normal
3252,K k good going ,normal
3253,I make lasagna vodka ,normal
3254,HI ITS KATE CAN U GIVE ME A RING ASAP XXX ,normal
3258,Congratulations Thanks good friend U WON 2 000 Xmas prize 2 claim easy call 08718726978 NOW Only per minute BT national rate ,spam
3260,Yup still coffee My drove give lift ,normal
3265,tap spile seven Is pub gas st broad st canal ,normal
3266,come n pick u engin ,normal
3267,Which never wanted tell Which short edge late ,normal
3268,Peripherals east ,normal
3269,K actually guys meet It right way ,normal
3272,Just finished eating Got u plate NOT leftovers time ,normal
3273,lot ,normal
3276,Its great day Do beautiful one ,normal
3280,I tot group mate Lucky reply Wat time need leave ,normal
3282,Hey maybe meet ,normal
3285,Not worry I sure get ,normal
3287,Someone U know asked dating service 2 contact Cant Guess CALL 09058097189 NOW revealed 6 ,spam
3291,Dear good morning feeling dear ,normal
3295,Hi We moved pub Would great 2 c u u cud come ,normal
3297,This message free Welcome new improved Sex Dogging club To unsubscribe service reply STOP 18 ,spam
3299,Just ever easier ,normal
3300,Adrian U text ,spam
3302,It tough I I ,normal
3306,Set place heart mind mind easily forgets heart always remember Wish Happy Valentines Day ,normal
3311,I know serving I mean ,normal
3318,Kay Since already ,normal
3320,Yo right yo work ,normal
3323,I wake since I checked stuff saw true available spaces call embassy send mail ,normal
3325,Huh fast Dat means u finished painting ,normal
3326,number u live Is 11 ,normal
3327,No put party 7 days week study lightly I think need draw custom know hardcore ,normal
3329,Send number ,normal
3330,How much cost approx Per month ,normal
3332,You contacted dating service someone know To find call land line 09050000928 ,spam
3333,That fine give call knows wants questions ,normal
3334,Sorry got late start way ,normal
3335,Then u go back ,normal
3337,K u bored come home ,normal
3340,Still checked ,normal
3341,You go I stay ,normal
3343,Oh great I disturb talk ,normal
3344,Reverse cheating That mathematics ,normal
3347,Sorry I call later ,normal
3348,Oh Which brand ,normal
3350,At time coming ,normal
3353,R u sure understand Wine good idea slurp ,normal
3354,Minimum walk day ,normal
3358,Sorry I missed call let talk time I 07090201529 ,spam
3359,Please attend phone ,normal
3361,No messages phone I holding ,normal
3362,Can I free ,normal
3363,Yo trip got postponed still stocked ,normal
3364,Sorry I call later ,normal
3365,I waiting call sir ,normal
3367,Hey today meeting still ,normal
3370,Tomorrow going So come wherever u call Tell come tomorrow ,normal
3371,And electricity went ,normal
3374,,normal
3376,Yup believe wat U really c e sent ,normal
3377,Hows watch resizing ,normal
3378,Dear called ,normal
3379,Just finished Missing plenty ,normal
3380,complimentary 4 STAR Ibiza Holiday 10 000 cash needs URGENT collection 09066364349 NOW Landline lose ,spam
3382,K Must book huh going yoga basic ,normal
3384,,normal
3386,So u overtime ,normal
3388,O Guess got ,normal
3389,Please CALL 08712402972 immediately urgent message waiting ,spam
3390,I meeting call later ,normal
3392,,normal
3394,Then buy ,normal
3395,URGENT Your Mobile number awarded 2000 Bonus Caller Prize Call 09058095201 land line Valid ,spam
3397,It simple arithmetic percentages ,normal
3399,As valued customer I pleased advise following recent review Mob No awarded 1500 Bonus Prize call 09066364589 ,spam
3405,HEY COOL ALL 2 PERIL OF CRISIS 2 U ,normal
3411,No I search online let know ,normal
3412,Where need go get ,normal
3414,He remains bro bros ,normal
3416,But space got like 4 mb ,normal
3419,As valued customer I pleased advise following recent review Mob No awarded 1500 Bonus Prize call 09066368470 ,spam
3422,Had mobile 10 Update latest Orange camera video phones FREE Save Free texts weekend calls Text YES callback opt ,spam
3423,Am new 2 club fink met yet Will B 2 C U Please leave area 09099726553 reply promised x 1 ,spam
3424,True Its easier ,normal
3426,okay Today weekend ,normal
3427,Hi chat ,normal
3428,I know jack shit anything say ask something helpful want pretend I text whatever response ,normal
3429,You always brainy one ,normal
3434,Hi meal u free ,normal
3435,If win level series means record ,normal
3436,Then plan ,normal
3437,Its good hear ,normal
3439,What time ,normal
3440,Get FREE mobile video player FREE movie To collect text GO 89105 Its free Extra films ordered c apply 18 yrs ,spam
3441,Save money wedding lingerie bridal co Choose superb selection national delivery Brought ,spam
3442,Your board working fine The issue overheating also But still software inst pending I come around 8 clock ,normal
3443,Yes I care cause I know ,normal
3445,Mon best cheap n food la ex Depends whether eat western food Den u prefer ,normal
3448,Sorry mail ,normal
3450,Yes outside like 2 hours And I called whole family wake cause started 1 ,normal
3451,Ugh got outta class ,normal
3455,I right later ,normal
3457,Have lunch come quickly open door ,normal
3458,Not heard Call night knickers Make beg like U last time 01223585236 XX net ,spam
3463,My phone ,normal
3466,URGENT We trying contact U draw shows 800 prize GUARANTEED Call 09050001808 land line Claim ,spam
3468,All day working day except ,normal
3469,dear ,normal
3472,You getting back time soon ,normal
3473,things Just quick question ,normal
3477,I ask around lot terms ,normal
3478,Be sure check yahoo email We sent photos yesterday ,normal
3479,What looking ,normal
3480,,normal
3481,Do want NEW video anytime network 150 text five pounds per week call 08000776320 reply delivery tomorrow ,spam
3485,Yeah probably earlier ,normal
3487,Still checked ,normal
3488,I also came room ,normal
3490,,normal
3491,I reach office around DECIMAL gt amp mobile problem You get voice So call free ,normal
3492,Cool text head ,normal
3493,You contacted dating service someone know To find call land line 09050000878 ,spam
3494,win Meet Greet 4 U They currently tour 1 Unbreakable 2 Untamed 3 Unkempt Text 1 2 3 83049 Cost std text ,spam
3498,I hope pissed id would really like see tomorrow Love ,normal
3499,Dorothy com Bank Granite issues Strong Buy EXPLOSIVE PICK FOR OUR MEMBERS UP OVER 300 Symbol That 5 00 per ,spam
3501,I come home ,normal
3502,Free day finish 6 mon n ,normal
3503,Will food ,normal
3505,Nite ,normal
3506,Two fundamentals cool life Walk ,normal
3514,I job profile seems like ,normal
3517,Are willing go apps class ,normal
3523,Yeah pretty much best case scenario ,normal
3525,HEY BABE FAR 2 SPUN OUT 2 AT DA MO DEAD 2 DA BEEN SLEEPING ON DA SOFA ALL DAY ,normal
3527,You 1000 winner Guaranteed Caller Prize Final attempt contact To Claim Call 09071517866 Now ,spam
3528,Xmas New Years Eve tickets sale club day till Thurs Fri Sat night week They selling fast ,spam
3529,Tyler getting 8th leave long 9 get like hour ,normal
3532,Sorry I call later ,normal
3533,Good evening How ,normal
3534,I home Please call ,normal
3540,If coughing nothing ,normal
3541,come 25 n pass lar ,normal
3542,I e person e survey ,normal
3544,Thank You meet ,normal
3546,Rock yr Get 100 filthy films XXX pics yr phone FILTH 69669 Ltd 08701752560 per 5 days cancel ,spam
3547,Single line big meaning Miss anything 4 Best Life ,normal
3550,I love ,normal
3555,I town lei ,normal
3556,I already asked go ,normal
3557,No going talk ,normal
3558,URGENT We trying contact U draw shows 800 prize GUARANTEED Call 09050000460 land line Claim ,spam
3559,I know Hey someone great flea forums I love ,normal
3561,Still chance If search hard get let try ,normal
3562,Auction round 4 The highest bid 54 Next maximum bid 71 To bid send BIDS e g 10 bid 10 83383 Good luck ,spam
3563,Do always celebrate NY family ,normal
3565,Its come home nice meet v chat ,normal
3568,She fine Sends greetings ,normal
3571,Yup leaving right back soon ,normal
3573,Yeah sure I leave min ,normal
3576,Yeah confirmed staying weekend ,normal
3578,Multiply numbers independently count decimal points division push decimal places like showed ,normal
3580,Ard 4 ,normal
3582,I sent money yesterday oh ,normal
3587,If free give Otherwise ,normal
3589,I escape Going watch minutes ,normal
3590,How much would cost hire ,normal
3591,I anything ,normal
3592,Sorry I call later ,normal
3595,Good morning princess Happy New Year ,normal
3596,Congratulations YOU Won You Winner August 1000 Prize Draw Call 09066660100 NOW Prize Code 2309 ,spam
3597,head ,normal
3598,Then wat r u Busy work ,normal
3600,Jay told already ,normal
3602,I sure I checking happening around area ,normal
3605,That means got A fine She ,normal
3606,I idea ,normal
3609,Call I unable cal Lets meet deep ,normal
3610,No I meet library ,normal
3611,K roommate also wants another friend may also want plan bringing extra I tell know sure ,normal
3613,c ,normal
3614,I enjoy watching playing football basketball Anything outdoors And ,normal
3617,Hey check I listed ,normal
3618,8007 4 Moon Children Need song mob Tell TONE CHARITY 8007 POLY CHARITY polys zed 08701417012 profit 2 charity ,spam
3621,workout lose e fats ,normal
3623,No message ,normal
3624,I want tel u one thing u mistake k THIS IS THE MESSAGE THAT YOU SENT ,normal
3626,Still chance If search hard get let try ,normal
3627,Meeting u work Tel shall work tomorrow ,normal
3629,Get official ENGLAND poly ringtone flag yer mobile game Text TONE FLAG 84199 ENG STOP 1 50 ,spam
3631,I got plenty ,normal
3632,Hui lib ,normal
3638,Wat model phone ,normal
3643,Thought I see ,normal
3644,get laid want real locations sent direct mobile join largest dogging network dogs 69696 1 50 ,spam
3645,Carlos says pick later yeah set ,normal
3650,Want send virtual hug I need one ,normal
3651,Probably still going stuff ,normal
3653,Why come people ,normal
3654,group company ,normal
3655,Oh really Did make air What talent ,normal
3660,Well great weekend ,normal
3663,Huh 6 also cannot Then many mistakes ,normal
3668,Yeah come cause jay wants drugs ,normal
3669,Take care ,normal
3672,informed saved lives Thanks ,normal
3673,You Nokia This get win FREE auction To take part send Nokia 86021 HG Row 16 ,spam
3674,class ,normal
3675,Hey r still online I finished formatting ,normal
